PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
5656;Colegio Nervión;;;Comedor - Transporte - Horario ampliado;METRO: República Argentina BUS: 7 , 16 , 19 , 51;" ENSEÑANZA: Educación Infantil - Primaria  Enseñanza Biling&uuml;e ";0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9bf1ae10c471c010VgnVCM1000000b205a0aRCRD;NERVION;CALLE;V;2;;;;;MADRID;MADRID;28002;EL VISO;CHAMARTIN;442097;4477794;40.44690686;-3.684107944;915 623 030 - 915 626 191 ;915 629 180;info@colegionervion.com;ColegiosPrivadosConcertados; 
5665;Colegio Nuestra Señora de Santa María;;; Comedor - Transporte - Horario ampliado ; BUS: 11 , 70 , 115 ;"  Enseñanzas : 
 
 Primer Ciclo de Educación Infantil 
 Segundo Ciclo de Educación Infantil 
 Educación Primaria 
 Educación Secundaria Obligatoria 
  Bachillerato  
 
 Ciencias 
 Humanidades y Ciencias Sociales 
 
 
 ";0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b693ae10c471c010VgnVCM1000000b205a0aRCRD;SOBRADIEL;RONDA;NUM;80;;;;;MADRID;MADRID;28043;PIOVERA;HORTALEZA;445308;4478500;40.45348475;-3.646306079;913 883 202 - 913 883 369;913 883 240;info@cnssm.es;ColegiosPrivadosConcertados; 
5410;Colegio Nuestra Señora del Pilar. Calle San Benito;;; Comedor - Transporte ;  Metro : Plaza de Castilla   Bus : 27 , 42 , 66 , 67 , 134 , 135 , 147 , 173 , 174 , 176 , 178 , 124 ;"  Enseñanzas : 
 
 Segundo Ciclo de Educación Infantil 
 Educación Primaria 
 Educación Secundaria Obligatoria 
 Bachillerato (Ciencias - Humanidades y Ciencias Sociales) 
 Formación Profesional Básica
 
 ADMINISTRACIÓN Y GESTIÓN: Servicios Administrativos 
 INFORMÁTICA Y COMUNICACIONES: Informática y Comunicaciones - Informática de Oficina 
 
 
 Formación Profesional de grado medio
 
 INFORMATICA Y COMUNICACIONES: Sistemas Microinformáticos y Redes 
 ADMINISTRACIÓN Y GESTIÓN: Gestión Administrativa 
 
 
 Formación Profesional de grado superior
 
 COMERCIO Y MARKETING: Gestión de Ventas y Espacios Comerciales 
 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD: Educación infantil 
 INFORMÁTICA Y COMUNICACIONES: Administración de Sistemas Informáticos en Red - Desarrollo de Aplicaciones Web 
 ADMINISTRACIÓN Y GESTIÓN: Administración y Finanzas 
 
 
 ";0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2338a3f5ca71c010VgnVCM1000000b205a0aRCRD;SAN BENITO;CALLE;V;6;;;;;MADRID;MADRID;28029;ALMENARA;TETUAN;441591;4480189;40.4684466;-3.690295238;913 151 215;913 154 061;;CentrosFormacionProfesionalPrivadosConcertados; 
5352;Colegio Nuestra Señora de Fátima. Calle Alcalá;;;Comedor;METRO: El Carmen , Quintana BUS: 21 , 38 , 48 , 113 , 146; ENSEÑANZA: Educación Infantil - Primaria  ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a5d77b503a71c010VgnVCM1000000b205a0aRCRD;ALCALA;CALLE;NUM;292;;;;;MADRID;MADRID;28027;VENTAS;CIUDAD_LINEAL;444901;4476184;40.43259407;-3.650904449;913 260 455;913 260 455;;ColegiosPrivadosConcertados; 
6066;Colegio Nuestra Señora de Fátima. Calle Manuel Muñoz;;;Comedor ;METRO: Usera BUS: 6 , 47 , 78 , 247 ; ENSEÑANZA: Educación Infantil - Primaria - ESO  ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4e02ae10c471c010VgnVCM1000000b205a0aRCRD;MANUEL MUÑOZ;CALLE;NUM;30;;;;;MADRID;MADRID;28026;ALMENDRALES;USERA;440599;4470919;40.3848767;-3.701128512;914 757 880;914 761 234;;ColegiosPrivadosConcertados; 
6064;Colegio Nuestra Señora de Gracia;;;;BUS: 18 , 22 , 59 , 79 , 86 ; ENSEÑANZA: ESO  ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f022ae10c471c010VgnVCM1000000b205a0aRCRD;GIGANTES Y CABEZUDOS;PASEO;V;12;;;;;MADRID;MADRID;28041;LOS ANGELES;VILLAVERDE;441178;4468119;40.35968489;-3.694048575;913 173 225;913 182 886;;ColegiosPrivadosConcertados; 
5666;Colegio Nuestra Señora de la Consolación;;;Comedor;METRO: Plaza de Castilla BUS: 5 , 27 , 147 , 149 , 150 ; ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a332ae10c471c010VgnVCM1000000b205a0aRCRD;MADRE MOLAS;PLAZA;V;2;;;;;MADRID;MADRID;28036;NUEVA ESPAÑA;CHAMARTIN;442069;4479590;40.46308415;-3.684590506;913 592 905 - 913 592 904;913 455 059;;ColegiosPrivadosConcertados; 
5667;Colegio Nuestra Señora de la Estrella;;;Comedor;METRO: Portazgo BUS: 54 , 57 , 58 , 103 , 136 ; ENSEÑANZA: Educación Infantil - Primaria - ESO  ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5642ae10c471c010VgnVCM1000000b205a0aRCRD;CRUCERO BALEARES;CALLE;NUM;1;;;;;MADRID;MADRID;28038;NUMANCIA;PUENTE_DE_VALLECAS;444070;4471914;40.39407195;-3.660325052;914 372 234;914 399 551;;ColegiosPrivadosConcertados; 
5669;Colegio Nuestra Señora de la Merced. Avenida Alfonso XIII;;;Comedor - Transporte - Horario ampliado;METRO: Colombia BUS: 7 , 11 , 14 , 40 , 87 , 150 ; ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0952ae10c471c010VgnVCM1000000b205a0aRCRD;ALFONSO XIII;AVENIDA;NUM;165;;;;;MADRID;MADRID;28016;NUEVA ESPAÑA;CHAMARTIN;442494;4479263;40.4601679;-3.679560011;913 508 706;913 502 909;;ColegiosPrivadosConcertados; 
5670;Colegio Nuestra Señora de la Merced. Calle José Luis Arrese;;;Comedor - Transporte - Horario ampliado;BUS: 15 , 71 , 110 , 210; ENSEÑANZA: Educación Infantil (Primer y segundo ciclo)- Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bb62ae10c471c010VgnVCM1000000b205a0aRCRD;JOSE LUIS DE ARRESE;CALLE;NUM;5;;;;;MADRID;MADRID;28017;VENTAS;CIUDAD_LINEAL;444530;4475013;40.42202035;-3.65517583;913 556 394 - 913 557 060;913 611 306;;ColegiosPrivadosConcertados; 
5807;Colegio Nuestra Señora de la Merced. Calle Zaida;;;Horario ampliado - Comedor;METRO: Vista Alegre , Carpetana BUS: 55 , 119 ; ENSEÑANZA: Educación Infantil - Primaria  ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6e72ae10c471c010VgnVCM1000000b205a0aRCRD;ZAIDA;CALLE;NUM;87;;;;OTRA ENTRADA POR C/ JOSE GARRIDO 10;MADRID;MADRID;28019;SAN ISIDRO;CARABANCHEL;437673;4471787;40.39247289;-3.735683516;91 472 76 50;;;ColegiosPrivadosConcertados; 
5673;Colegio Nuestra Señora de la Paz;;;Comedor - Horario ampliado;METRO: Pacífico BUS: 10 , 24 , 37 , 54 , 56 , 57 , 141; ENSEÑANZA: Educación Infantil - Primaria  ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c3a2ae10c471c010VgnVCM1000000b205a0aRCRD;VALDERRIBAS;CALLE;NUM;37;;;;;MADRID;MADRID;28007;PACIFICO;RETIRO;442731;4473120;40.40484509;-3.676210291;915 528 595;915 528 595;;ColegiosPrivadosConcertados; 
5682;Colegio Nuestra Señora de la Providencia;;;Comedor;METRO: Usera BUS: 6 , 23 , 47 , 78 , 247 ; ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=76b2ae10c471c010VgnVCM1000000b205a0aRCRD;MONEDEROS;CALLE;NUM;2;;;;;MADRID;MADRID;28026;MOSCARDO;USERA;440445;4471415;40.38932491;-3.702989095;914 753 009;915 002 239;;ColegiosPrivadosConcertados; 
5496;Colegio Nuestra Señora de la Vega;;;Comedor - Transporte - Horario ampliado;Metro: Peña Grande , Antonio Machado  Bus: 42 , 49 , 126 , 128 ;  Enseñanzas impartidas :   - Educación Infantil (Primer y segundo ciclo) - Primaria - ESO - Bachillerato (Humanidades y C. Sociales - Ciencias y Tecnología)  - Formación Profesional de Grado Superior: Administración de sistemas informáticos - Administración de Sistemas Informáticos en red - Desarrollo de aplicaciones informáticas.  ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=29c2ae10c471c010VgnVCM1000000b205a0aRCRD;CHANTADA;CALLE;V;28;;;;;MADRID;MADRID;28029;EL PILAR;FUENCARRAL_EL_PARDO;439724;4480757;40.47342973;-3.712371011;917 386 700;917 386 060;;CentrosFormacionProfesionalPrivadosConcertados; 
5359;Colegio Nuestra Señora de las Delicias;;;Comedor - Horario ampliado;METRO: Delicias BUS: 8 , 19 , 45 , 47 , 59 , 85 , 86 , 247; ENSEÑANZA: Educación Infantil - Primaria - ESO  ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0bf77b503a71c010VgnVCM1000000b205a0aRCRD;DELICIAS;PASEO;NUM;67;;;;;MADRID;MADRID;28045;DELICIAS;ARGANZUELA;441206;4472363;40.39791915;-3.694111102;915 274 934 - 915 273 078;915 280 168;;ColegiosPrivadosConcertados; 
5683;Colegio Nuestra Señora de las Escuelas Pias. Calle Eugenia de Montijo;;;Comedor - Horario ampliado;BUS: 34 , 47 , 121 , 131 , 139; ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=dbd2ae10c471c010VgnVCM1000000b205a0aRCRD;EUGENIA DE MONTIJO;CALLE;NUM;83;;;;;MADRID;MADRID;28044;PUERTA BONITA;CARABANCHEL;436389;4469938;40.37571907;-3.750626507;914 654 400;914 654 511;;ColegiosPrivadosConcertados; 
6067;Colegio Nuestra Señora de las Escuelas Pias. Calle Ocaña;;;Comedor - Horario ampliado;METRO: Eugenia de Montijo BUS: 17 , 25 , 31 , 121 ; ENSEÑANZA: Educación Infantil - Primaria - ESO  ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8ee2ae10c471c010VgnVCM1000000b205a0aRCRD;OCAÑA;CALLE;NUM;191;;;;;MADRID;MADRID;28047;ALUCHE;LATINA;436133;4471455;40.38936524;-3.753794229;917 183 685;917 178 781;;ColegiosPrivadosConcertados; 
5663;Colegio Nuestra Señora de las Maravillas;;;Comedor - Transporte - Horario ampliado;METRO: Nuevos Ministerios ,República Argentina BUS: 7 , 14 , 16 , 19 , 27 , 40 , 51 , 126 , 147 , 150 , C; ENSEÑANZA: Primaria - ESO - BACHILLERATO (Artes - Artes plásticas, diseño e imagen - Humanidades y C. Sociales - Ciencias y Tecnología)  ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3103ae10c471c010VgnVCM1000000b205a0aRCRD;GUADALQUIVIR;CALLE;NUM;9;;;;;MADRID;MADRID;28002;EL VISO;CHAMARTIN;441830;4477781;40.44677108;-3.687255086;917 823 500;915 617 261;;ColegiosPrivadosConcertados; 
5431;Colegio Nuestra Señora de las Nieves;;;Comedor - Transporte - Horario ampliado - Integración preferente (Trastornos generales del desarrollo - motóricos) ;METRO: Torre Arias , Canillejas BUS: 105 , 140 , 153;" ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y Ciencias Sociales - Ciencias y Tecnología) - Enseñanza Biling&uuml;e ";0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cd08a3f5ca71c010VgnVCM1000000b205a0aRCRD;ALCALA;CALLE;NUM;589;;;;;MADRID;MADRID;28022;CANILLEJAS;SAN_BLAS_CANILLEJAS;448063;4477633;40.4458514;-3.61374581;917 410 009;917 410 009;;ColegiosPrivadosConcertados; 
5406;Colegio Nuestra Señora de las Victorias;;;Comedor ;BUS: 15 , 110 , 210; ENSEÑANZA: Educación Infantil - Primaria - ESO  ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7028a3f5ca71c010VgnVCM1000000b205a0aRCRD;APOSTOL SANTIAGO;CALLE;NUM;72;;;;;MADRID;MADRID;28017;VENTAS;CIUDAD_LINEAL;444589;4475773;40.42887079;-3.654546748;914 035 303;;;ColegiosPrivadosConcertados; 
5685;Colegio Nuestra Señora de Loreto - Real Colegio;;;Comedor;METRO: ODonell BUS: 2 , 28 , 30 , 56 , 71 , 143; ENSEÑANZA: Educación Infantil (Primer y segundo ciclo) - Primaria - ESO - BACHILLERATO (Humanidades y Ciencias Sociales - Ciencias y Tecnología)  (Congregación de las Esclavas del Divino Corazón)  ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e313ae10c471c010VgnVCM1000000b205a0aRCRD;O'DONELL;CALLE;;61;;;;;MADRID;MADRID;28009;GOYA;SALAMANCA;443309;4474948;40.42135234;-3.669562223;915 733 210 - 915 736 423 ;915 737 624;;ColegiosPrivadosConcertados; 
6065;Colegio Nuestra Señora de Loreto. Calle General Aranaz;;;Comedor - Transporte ;BUS: 70 , 114 , 146; ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9623ae10c471c010VgnVCM1000000b205a0aRCRD;GENERAL ARANAZ;CALLE;NUM;66;;;;;MADRID;MADRID;28027;EL SALVADOR;SAN_BLAS_CANILLEJAS;445568;4477687;40.44617792;-3.643170132;91 742 90 11 / 91 743 01 00;;;ColegiosPrivadosConcertados; 
5684;Colegio Nuestra Señora de Loreto. Calle Príncipe de Vergara;;;Comedor - Transporte;METRO: Nuñez de Balboa BUS: 1 , 29 , 52 , 74; ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4933ae10c471c010VgnVCM1000000b205a0aRCRD;PRINCIPE DE VERGARA;CALLE;V;42;;;;;MADRID;MADRID;28001;GOYA;SALAMANCA;442452;4475702;40.42808581;-3.679732123;915 765 008;915 772 838;;ColegiosPrivadosConcertados; 
5819;Colegio Nuestra Señora de los Dolores;;;Comedor - Horario ampliado;METRO: Oporto BUS: 55 , 119;" ENSEÑANZA: Educación Infantil (Primer y segundo ciclo) - Primaria - ESO - Enseñanza biling&uuml;e - ";0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ae53ae10c471c010VgnVCM1000000b205a0aRCRD;TORDO;CALLE;V;15;;;;;MADRID;MADRID;28019;SAN ISIDRO;CARABANCHEL;437828;4471719;40.39187192;-3.733850673;914 718 954/ 914 719 959;914 719 959;secretaria@colegionsdolores.com;ColegiosPrivadosConcertados; 
5686;Colegio Nuestra Señora de los Ángeles;;;Comedor;BUS: 18 , 76 , 86 , 116;  Enseñanzas :    Primer Ciclo de Educación Infantil  Segundo Ciclo de Educación Infantil  Educación Primaria  Educación Secundaria Obligatoria  Bachillerato (Ciencias y Tecnología - Humanidades y Ciencias Sociales - Ciencias)  ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fb43ae10c471c010VgnVCM1000000b205a0aRCRD;LA CANCION DEL OLVIDO;CALLE;NUM;55;;;;;MADRID;MADRID;28041;LOS ANGELES;VILLAVERDE;440615;4467679;40.35568114;-3.700637586;913 176 203 - 913 176 204;913 699 397;;ColegiosPrivadosConcertados; 
5664;Colegio Nuestra Señora de Moratalaz;;;Comedor - Horario ampliado;METRO: Vinateros BUS: 8 , 100 , 113 ; ENSEÑANZA: Educación Infantil - Primaria - ESO  ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0483ae10c471c010VgnVCM1000000b205a0aRCRD;MORATALAZ;AVENIDA;V;91;;;;;MADRID;MADRID;28030;MEDIA LEGUA;MORATALAZ;444480;4473312;40.40669344;-3.655616446;914 392 146 - 914 391 035;914 374 881;;ColegiosPrivadosConcertados; 
6031;Colegio Nuestra Señora del Buen Consejo. Calle Juan Montalvo;;;Comedor - Transporte;METRO: Guzmán el Bueno BUS: 2 , 44 , 45 , 202 , C , F ; ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1cb3ae10c471c010VgnVCM1000000b205a0aRCRD;JUAN MONTALVO;CALLE;NUM;30;;;;;MADRID;MADRID;28040;CIUDAD UNIVERSITARIA;MONCLOA_ARAVACA;439681;4477838;40.44713113;-3.71260033;91 456 18 70;;;ColegiosPrivadosConcertados; 
5687;Colegio Nuestra Señora del Buen Consejo. Calle Ábalos;;;Comedor - Horario ampliado;BUS: 11 , 53 , 70 , 122 , 322;" ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología) - Enseñanza biling&uuml;e  ";0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=69a3ae10c471c010VgnVCM1000000b205a0aRCRD;ABALOS;CALLE;NUM;5;;;;;MADRID;MADRID;28043;SAN JUAN BAUTISTA;CIUDAD_LINEAL;444446;4478164;40.45040061;-3.656441972;914 158 424 - 914 132 551;917 440 017;;ColegiosPrivadosConcertados; 
5688;Colegio Nuestra Señora del Carmen;;;Comedor;BUS: 22 , 79 , 86 , 130 , 131 RENFE: Puente Alcocer , Villaverde Alto; ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y Ciencias Sociales - Ciencias y Tecnología)  ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=71e3ae10c471c010VgnVCM1000000b205a0aRCRD;REAL DE PINTO;AVENIDA;NUM;41;;;;;MADRID;MADRID;28021;SAN ANDRES;VILLAVERDE;440092;4466481;40.3448514;-3.706683546;917 970 146;917 960 848;;ColegiosPrivadosConcertados; 
6069;Colegio Nuestra Señora del Pilar. Calle Castelló;;;Comedor;METRO: Nuñez de Balboa BUS: 1 , 29 , 52 , 74;" ENSEÑANZA:Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología) - Enseñanza biling&uuml;e ";0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=24f3ae10c471c010VgnVCM1000000b205a0aRCRD;CASTELLO;CALLE;NUM;56;;;;;MADRID;MADRID;28001;RECOLETOS;SALAMANCA;442333;4475724;40.42827574;-3.681136924;915 750 404;915 763 890;;ColegiosPrivadosConcertados; 
5697;Colegio Nuestra Señora del Pilar. Calle Sanchez Preciados;;;Comedor - Horario ampliado;Metro: Valdezarza  Bus: 44 , 126 , 127 , 128 , 132;  Enseñanzas impartidas :   - Educación Infantil - Primaria - ESO   - Formación Profesional de Grado Medio: Cuidados auxiliares de enfermería.  ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d604ae10c471c010VgnVCM1000000b205a0aRCRD;SANCHEZ PRECIADOS;CALLE;V;62;;;;;MADRID;MADRID;28039;VALDEZARZA;MONCLOA_ARAVACA;439956;4479615;40.463159;-3.70952604;914 502 012;914 504 981;;CentrosFormacionProfesionalPrivadosConcertados; 
5698;Colegio Nuestra Señora del Recuerdo;;;Comedor - Transporte - Horario ampliado;METRO: Duque de Pastrana BUS: 14 , 16 , 29 , 70 , 107 , 129 , 229;" ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología) - Enseñanza Biling&uuml;e  ";0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8914ae10c471c010VgnVCM1000000b205a0aRCRD;DUQUE DE PASTRANA;PLAZA;NUM;5;;;;;MADRID;MADRID;28036;CASTILLA;CHAMARTIN;442663;4480194;40.46856646;-3.677651132;913 022 640;913 839 668;;ColegiosPrivadosConcertados; 
5357;Colegio Nuestra Señora del Sagrado Corazón;;;Comedor;METRO: Alto de Extremadura BUS: 31 , 33 , 36 , 39 , 65 ;" ENSEÑANZA: Educación Infantil - Primaria - ESO - Enseñanza biling&uuml;e ";0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d548a3f5ca71c010VgnVCM1000000b205a0aRCRD;"GRANDEZA ESPA&Ntilde;OLA";CALLE;V;89;;;;;MADRID;MADRID;28011;PUERTA DEL ANGEL;LATINA;437713;4473746;40.41012341;-3.73540426;914 639 400;914 797 260;;ColegiosPrivadosConcertados; 
5703;Colegio Nueva Castilla;;; Comedor ; METRO: VILLA_DE_VALLECAS BUS: 54 , 103 , 143 ;"  Enseñanzas : 
 
 Segundo Ciclo de Educación Infantil 
 Educación Primaria 
 Educación Secundaria Obligatoria 
 ";0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3c24ae10c471c010VgnVCM1000000b205a0aRCRD;MONTES DE BARBANZA;CALLE;NUM;19;;;;;MADRID;MADRID;28031;CASCO H.VALLECAS;VILLA_DE_VALLECAS;447561;4470014;40.37718305;-3.619035874;913 315 897;;;ColegiosPrivadosConcertados; 
5705;Colegio Nuevo Equipo;;;Comedor - Horario ampliado;METRO: CIUDAD_LINEAL BUS: 48 , 70 , 146;" ENSEÑANZA: Educación Infantil (segundo ciclo) - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología) - Enseñanza biling&uuml;e ";0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ee34ae10c471c010VgnVCM1000000b205a0aRCRD;LOPEZ DE ARANDA;CALLE;NUM;5;;;;;MADRID;MADRID;28027;CONCEPCION;CIUDAD_LINEAL;445836;4477225;40.44203351;-3.639970536;917 421 611 - 917 421 699;917 422 016;;ColegiosPrivadosConcertados; 
6033;Colegio Nuevo Velázquez;;;Comedor ;METRO: Pío XII BUS: 29, 70, 107; ENSEÑANZA: ESO - BACHILLERATO (Humanidades y Ciencias Sociales - Ciencias y Tecnología)  ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=00bcf3216571c010VgnVCM1000000b205a0aRCRD;ROSA JARDON;CALLE;V;9;;;;;MADRID;MADRID;28016;NUEVA ESPAÑA;CHAMARTIN;443361;4479864;40.46564165;-3.669388468;915 616 255;915 616 255;info@colegiovelazquez.es;ColegiosPrivadosConcertados; 
5710;Colegio Obispo Perelló;;; Comedor. ;METRO: Quintana , Barrio Concepción BUS: 21 , 38 , 48 , 146;" ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología) - Enseñanza biling&uuml;e ";0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9154ae10c471c010VgnVCM1000000b205a0aRCRD;VIRGEN DEL SAGRARIO;CALLE;NUM;22;;;;;MADRID;MADRID;28027;QUINTANA;CIUDAD_LINEAL;445063;4476563;40.43601904;-3.649027441;914 073 600 - 914 060 000;914 073 547;;ColegiosPrivadosConcertados; 
6071;Colegio Obra Social Nuestra Señora de Montserrat - S. Simón y S. Judas;;;Comedor - Integración preferente (Trastornos generales del desarrollo);RENFE: Orcasitas BUS: 76 , 78 ; ENSEÑANZA: Educación Infantil - Primaria - ESO  ;0;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5173ae10c471c010VgnVCM1000000b205a0aRCRD;TREVELEZ;CALLE;V;3;;;;;MADRID;MADRID;28041;ORCASUR;USERA;440438;4468740;40.36522658;-3.702821116;913 175 643;913 172 496;;ColegiosPrivadosConcertados; 
